backend_name;date;results
ibmqx4;2018-07-05T19:21:32.069Z;{'00000': 53, '00001': 441, '00010': 54, '00011': 430, '00100': 2, '00101': 20, '00111': 24}
ibmqx4;2018-07-05T19:21:32.172Z;{'00000': 13, '00001': 211, '00010': 21, '00011': 225, '00100': 23, '00101': 200, '00110': 17, '00111': 314}
ibmqx4;2018-07-05T19:21:32.257Z;{'00000': 38, '00001': 450, '00010': 47, '00011': 427, '00100': 1, '00101': 33, '00110': 3, '00111': 25}
ibmqx5;2018-07-05T21:10:59.071Z;{'0000000000000010': 945, '0000000000000011': 28, '1000000000000010': 48, '1000000000000011': 3}
ibmqx5;2018-07-05T21:10:59.204Z;{'0000000000000000': 518, '0000000000000001': 27, '0000000000000010': 451, '0000000000000011': 24, '1000000000000000': 2, '1000000000000010': 2}
ibmqx5;2018-07-05T21:10:59.387Z;{'0000000000000010': 919, '0000000000000011': 62, '1000000000000010': 43}
ibmqx5;2018-07-05T21:10:59.500Z;{'0000000000000000': 510, '0000000000000001': 446, '0000000000000010': 21, '0000000000000011': 24, '1000000000000000': 13, '1000000000000001': 9, '1000000000000010': 1}
ibmqx5;2018-07-05T21:10:59.571Z;{'0000000000000010': 862, '0000000000000011': 111, '1000000000000010': 47, '1000000000000011': 4}
ibmqx5;2018-07-05T21:10:59.709Z;{'0000000000000000': 462, '0000000000000001': 25, '0000000000000010': 386, '0000000000000011': 19, '1000000000000000': 63, '1000000000000001': 6, '1000000000000010': 60, '1000000000000011': 3}
ibmqx5;2018-07-05T21:10:59.764Z;{'0000000000000010': 743, '0000000000000011': 235, '1000000000000010': 29, '1000000000000011': 17}
ibmqx5;2018-07-05T21:11:00.206Z;{'0000000000000000': 393, '0000000000000001': 26, '0000000000000010': 354, '0000000000000011': 24, '1000000000000000': 123, '1000000000000001': 10, '1000000000000010': 88, '1000000000000011': 6}
ibmqx5;2018-07-05T21:11:00.335Z;{'0000000000000010': 615, '0000000000000011': 371, '1000000000000010': 25, '1000000000000011': 13}
ibmqx5;2018-07-05T21:11:00.470Z;{'0000000000000000': 334, '0000000000000001': 282, '0000000000000010': 201, '0000000000000011': 190, '1000000000000000': 4, '1000000000000001': 2, '1000000000000010': 7, '1000000000000011': 4}
ibmqx5;2018-07-05T21:11:00.649Z;{'0000000000000010': 461, '0000000000000011': 523, '1000000000000010': 12, '1000000000000011': 28}
ibmqx5;2018-07-05T21:11:00.762Z;{'0000000000000000': 219, '0000000000000001': 12, '0000000000000010': 207, '0000000000000011': 15, '1000000000000000': 266, '1000000000000001': 19, '1000000000000010': 267, '1000000000000011': 19}
ibmqx5;2018-07-05T21:11:00.879Z;{'0000000000000010': 330, '0000000000000011': 645, '1000000000000010': 17, '1000000000000011': 32}
ibmqx5;2018-07-05T21:11:01.028Z;{'0000000000000000': 134, '0000000000000001': 9, '0000000000000010': 146, '0000000000000011': 8, '1000000000000000': 391, '1000000000000001': 25, '1000000000000010': 294, '1000000000000011': 17}
ibmqx5;2018-07-05T21:11:01.154Z;{'0000000000000010': 200, '0000000000000011': 774, '1000000000000010': 13, '1000000000000011': 37}
ibmqx5;2018-07-05T21:11:01.290Z;{'0000000000000000': 100, '0000000000000001': 94, '0000000000000010': 429, '0000000000000011': 383, '1000000000000000': 2, '1000000000000001': 2, '1000000000000010': 8, '1000000000000011': 6}
ibmqx5;2018-07-05T21:11:01.442Z;{'0000000000000010': 103, '0000000000000011': 871, '1000000000000010': 4, '1000000000000011': 46}
ibmqx5;2018-07-05T21:11:01.602Z;{'0000000000000000': 72, '0000000000000001': 67, '0000000000000010': 460, '0000000000000011': 396, '1000000000000001': 2, '1000000000000010': 14, '1000000000000011': 13}
ibmqx5;2018-07-05T21:11:01.709Z;{'0000000000000001': 1, '0000000000000010': 106, '0000000000000011': 865, '1000000000000010': 8, '1000000000000011': 44}
ibmqx5;2018-07-05T21:11:01.861Z;{'0000000000000000': 37, '0000000000000001': 3, '0000000000000010': 34, '0000000000000011': 5, '1000000000000000': 480, '1000000000000001': 35, '1000000000000010': 406, '1000000000000011': 24}
ibmqx4;2018-07-05T19:20:49.320Z;{'00000': 164, '00001': 3, '00010': 303, '00100': 290, '00101': 2, '00110': 257, '00111': 5}
ibmqx4;2018-07-05T19:20:49.407Z;{'00000': 481, '00001': 4, '00010': 487, '00011': 8, '00100': 24, '00110': 20}
ibmqx4;2018-07-05T19:20:49.544Z;{'00000': 167, '00001': 5, '00010': 286, '00011': 8, '00100': 298, '00101': 4, '00110': 240, '00111': 16}
ibmqx4;2018-07-05T19:20:49.564Z;{'00000': 465, '00001': 19, '00010': 465, '00011': 23, '00100': 32, '00101': 2, '00110': 17, '00111': 1}
ibmqx4;2018-07-05T19:20:49.675Z;{'00000': 167, '00001': 22, '00010': 270, '00011': 17, '00100': 275, '00101': 22, '00110': 213, '00111': 38}
ibmqx4;2018-07-05T19:20:49.757Z;{'00000': 417, '00001': 54, '00010': 444, '00011': 53, '00100': 33, '00101': 1, '00110': 18, '00111': 4}
ibmqx4;2018-07-05T19:20:49.862Z;{'00000': 142, '00001': 48, '00010': 222, '00011': 51, '00100': 234, '00101': 55, '00110': 194, '00111': 78}
ibmqx4;2018-07-05T19:20:49.950Z;{'00000': 375, '00001': 117, '00010': 352, '00011': 114, '00100': 30, '00101': 10, '00110': 19, '00111': 7}
ibmqx4;2018-07-05T19:20:50.015Z;{'00000': 143, '00001': 93, '00010': 188, '00011': 72, '00100': 182, '00101': 76, '00110': 145, '00111': 125}
ibmqx4;2018-07-05T19:20:50.104Z;{'00000': 291, '00001': 193, '00010': 278, '00011': 197, '00100': 25, '00101': 10, '00110': 21, '00111': 9}
ibmqx4;2018-07-05T19:20:50.194Z;{'00000': 81, '00001': 134, '00010': 134, '00011': 100, '00100': 142, '00101': 123, '00110': 111, '00111': 199}
ibmqx4;2018-07-05T19:20:50.307Z;{'00000': 224, '00001': 260, '00010': 213, '00011': 274, '00100': 14, '00101': 15, '00110': 10, '00111': 14}
ibmqx4;2018-07-05T19:20:50.372Z;{'00000': 54, '00001': 135, '00010': 114, '00011': 137, '00100': 92, '00101': 148, '00110': 82, '00111': 262}
ibmqx4;2018-07-05T19:20:50.493Z;{'00000': 160, '00001': 328, '00010': 143, '00011': 343, '00100': 7, '00101': 14, '00110': 7, '00111': 22}
ibmqx4;2018-07-05T19:20:50.553Z;{'00000': 32, '00001': 187, '00010': 51, '00011': 193, '00100': 45, '00101': 176, '00110': 56, '00111': 284}
ibmqx4;2018-07-05T19:20:50.647Z;{'00000': 72, '00001': 405, '00010': 97, '00011': 388, '00100': 5, '00101': 23, '00110': 3, '00111': 31}
ibmqx4;2018-07-05T19:20:50.746Z;{'00000': 16, '00001': 191, '00010': 24, '00011': 210, '00100': 30, '00101': 199, '00110': 39, '00111': 315}
ibmqx4;2018-07-05T19:20:50.821Z;{'00000': 58, '00001': 451, '00010': 54, '00011': 401, '00100': 4, '00101': 25, '00110': 4, '00111': 27}
ibmqx4;2018-07-05T19:20:50.910Z;{'00000': 16, '00001': 209, '00010': 23, '00011': 182, '00100': 17, '00101': 216, '00110': 18, '00111': 343}
ibmqx4;2018-07-05T19:20:51.008Z;{'00000': 39, '00001': 457, '00010': 33, '00011': 442, '00100': 2, '00101': 31, '00110': 1, '00111': 19}
ibmqx5;2018-07-05T21:10:15.121Z;{'0000000000000010': 968, '0000000000000011': 25, '1000000000000010': 30, '1000000000000011': 1}
ibmqx5;2018-07-05T21:10:15.241Z;{'0000000000000000': 517, '0000000000000001': 469, '0000000000000010': 10, '0000000000000011': 2, '1000000000000000': 14, '1000000000000001': 11, '1000000000000010': 1}
ibmqx5;2018-07-05T21:10:15.408Z;{'0000000000000010': 940, '0000000000000011': 47, '1000000000000010': 35, '1000000000000011': 2}
ibmqx5;2018-07-05T21:10:15.558Z;{'0000000000000000': 521, '0000000000000001': 448, '0000000000000010': 21, '0000000000000011': 14, '1000000000000000': 9, '1000000000000001': 11}
ibmqx5;2018-07-05T21:10:15.731Z;{'0000000000000010': 862, '0000000000000011': 124, '1000000000000010': 34, '1000000000000011': 4}
ibmqx5;2018-07-05T21:10:15.799Z;{'0000000000000000': 475, '0000000000000001': 24, '0000000000000010': 387, '0000000000000011': 22, '1000000000000000': 52, '1000000000000001': 3, '1000000000000010': 60, '1000000000000011': 1}
ibmqx5;2018-07-05T21:10:15.965Z;{'0000000000000010': 733, '0000000000000011': 265, '1000000000000010': 21, '1000000000000011': 5}
ibmqx5;2018-07-05T21:10:16.085Z;{'0000000000000000': 416, '0000000000000001': 343, '0000000000000010': 129, '0000000000000011': 109, '1000000000000000': 7, '1000000000000001': 11, '1000000000000010': 4, '1000000000000011': 5}
ibmqx5;2018-07-05T21:10:16.217Z;{'0000000000000010': 599, '0000000000000011': 396, '1000000000000010': 18, '1000000000000011': 11}
ibmqx5;2018-07-05T21:10:16.356Z;{'0000000000000000': 329, '0000000000000001': 15, '0000000000000010': 269, '0000000000000011': 20, '1000000000000000': 194, '1000000000000001': 11, '1000000000000010': 169, '1000000000000011': 17}
ibmqx5;2018-07-05T21:10:16.510Z;{'0000000000000010': 457, '0000000000000011': 534, '1000000000000010': 11, '1000000000000011': 22}
ibmqx5;2018-07-05T21:10:16.666Z;{'0000000000000000': 228, '0000000000000001': 209, '0000000000000010': 297, '0000000000000011': 261, '1000000000000000': 8, '1000000000000001': 9, '1000000000000010': 6, '1000000000000011': 6}
ibmqx5;2018-07-05T21:10:16.825Z;{'0000000000000010': 330, '0000000000000011': 660, '1000000000000010': 7, '1000000000000011': 27}
ibmqx5;2018-07-05T21:10:16.973Z;{'0000000000000000': 170, '0000000000000001': 133, '0000000000000010': 347, '0000000000000011': 351, '1000000000000000': 7, '1000000000000001': 4, '1000000000000010': 7, '1000000000000011': 5}
ibmqx5;2018-07-05T21:10:17.077Z;{'0000000000000010': 198, '0000000000000011': 795, '1000000000000010': 9, '1000000000000011': 22}
ibmqx5;2018-07-05T21:10:17.208Z;{'0000000000000000': 84, '0000000000000001': 10, '0000000000000010': 78, '0000000000000011': 1, '1000000000000000': 451, '1000000000000001': 20, '1000000000000010': 358, '1000000000000011': 22}
ibmqx5;2018-07-05T21:10:17.307Z;{'0000000000000010': 114, '0000000000000011': 873, '1000000000000010': 6, '1000000000000011': 31}
ibmqx5;2018-07-05T21:10:17.398Z;{'0000000000000000': 58, '0000000000000001': 9, '0000000000000010': 54, '0000000000000011': 3, '1000000000000000': 451, '1000000000000001': 27, '1000000000000010': 397, '1000000000000011': 25}
ibmqx5;2018-07-05T21:10:17.493Z;{'0000000000000001': 1, '0000000000000010': 77, '0000000000000011': 922, '1000000000000010': 2, '1000000000000011': 22}
ibmqx5;2018-07-05T21:10:17.615Z;{'0000000000000000': 35, '0000000000000001': 1, '0000000000000010': 48, '0000000000000011': 5, '1000000000000000': 462, '1000000000000001': 30, '1000000000000010': 428, '1000000000000011': 15}
ibmqx4;2018-07-05T19:20:08.056Z;{'00000': 291, '00001': 4, '00010': 316, '00011': 3, '00100': 188, '00101': 1, '00110': 218, '00111': 3}
ibmqx4;2018-07-05T19:20:08.194Z;{'00000': 472, '00001': 5, '00010': 486, '00011': 9, '00100': 30, '00110': 22}
ibmqx4;2018-07-05T19:20:08.249Z;{'00000': 299, '00001': 8, '00010': 294, '00011': 11, '00100': 201, '00101': 9, '00110': 190, '00111': 12}
ibmqx4;2018-07-05T19:20:08.330Z;{'00000': 473, '00001': 18, '00010': 450, '00011': 18, '00100': 34, '00101': 4, '00110': 26, '00111': 1}
ibmqx4;2018-07-05T19:20:08.427Z;{'00000': 259, '00001': 27, '00010': 271, '00011': 50, '00100': 154, '00101': 10, '00110': 226, '00111': 27}
ibmqx4;2018-07-05T19:20:08.533Z;{'00000': 415, '00001': 65, '00010': 415, '00011': 58, '00100': 36, '00101': 4, '00110': 27, '00111': 4}
ibmqx4;2018-07-05T19:20:08.619Z;{'00000': 218, '00001': 52, '00010': 243, '00011': 87, '00100': 152, '00101': 32, '00110': 183, '00111': 57}
ibmqx4;2018-07-05T19:20:08.715Z;{'00000': 370, '00001': 113, '00010': 366, '00011': 118, '00100': 28, '00101': 6, '00110': 15, '00111': 8}
ibmqx4;2018-07-05T19:20:08.830Z;{'00000': 162, '00001': 103, '00010': 198, '00011': 141, '00100': 128, '00101': 51, '00110': 147, '00111': 94}
ibmqx4;2018-07-05T19:20:08.937Z;{'00000': 292, '00001': 196, '00010': 288, '00011': 191, '00100': 19, '00101': 9, '00110': 18, '00111': 11}
ibmqx4;2018-07-05T19:20:09.011Z;{'00000': 137, '00001': 135, '00010': 144, '00011': 210, '00100': 80, '00101': 78, '00110': 103, '00111': 137}
ibmqx4;2018-07-05T19:20:09.150Z;{'00000': 206, '00001': 264, '00010': 218, '00011': 273, '00100': 15, '00101': 17, '00110': 12, '00111': 19}
ibmqx4;2018-07-05T19:20:09.354Z;{'00000': 96, '00001': 181, '00010': 102, '00011': 252, '00100': 59, '00101': 102, '00110': 74, '00111': 158}
ibmqx4;2018-07-05T19:20:09.326Z;{'00000': 141, '00001': 325, '00010': 153, '00011': 347, '00100': 13, '00101': 20, '00110': 8, '00111': 17}
ibmqx4;2018-07-05T19:20:09.393Z;{'00000': 46, '00001': 206, '00010': 64, '00011': 279, '00100': 50, '00101': 136, '00110': 37, '00111': 206}
ibmqx4;2018-07-05T19:20:09.570Z;{'00000': 92, '00001': 393, '00010': 88, '00011': 399, '00100': 5, '00101': 17, '00110': 5, '00111': 25}
ibmqx4;2018-07-05T19:20:09.597Z;{'00000': 40, '00001': 216, '00010': 34, '00011': 325, '00100': 19, '00101': 163, '00110': 19, '00111': 208}
ibmqx4;2018-07-05T19:20:09.692Z;{'00000': 49, '00001': 433, '00010': 56, '00011': 443, '00100': 3, '00101': 16, '00110': 3, '00111': 21}
ibmqx4;2018-07-05T19:20:09.787Z;{'00000': 11, '00001': 216, '00010': 28, '00011': 371, '00100': 13, '00101': 159, '00110': 10, '00111': 216}
ibmqx4;2018-07-05T19:20:09.885Z;{'00000': 29, '00001': 458, '00010': 31, '00011': 457, '00100': 3, '00101': 23, '00110': 1, '00111': 22}
ibmqx5;2018-07-05T21:09:33.514Z;{'0000000000000010': 964, '0000000000000011': 22, '1000000000000010': 38}
ibmqx5;2018-07-05T21:09:33.673Z;{'0000000000000000': 546, '0000000000000001': 447, '0000000000000010': 5, '0000000000000011': 6, '1000000000000000': 11, '1000000000000001': 9}
ibmqx5;2018-07-05T21:09:33.794Z;{'0000000000000010': 937, '0000000000000011': 56, '1000000000000010': 31}
ibmqx5;2018-07-05T21:09:33.950Z;{'0000000000000000': 513, '0000000000000001': 24, '0000000000000010': 444, '0000000000000011': 9, '1000000000000000': 19, '1000000000000010': 15}
ibmqx5;2018-07-05T21:09:34.099Z;{'0000000000000010': 855, '0000000000000011': 128, '1000000000000010': 38, '1000000000000011': 3}
ibmqx5;2018-07-05T21:09:34.210Z;{'0000000000000000': 470, '0000000000000001': 411, '0000000000000010': 65, '0000000000000011': 59, '1000000000000000': 14, '1000000000000001': 2, '1000000000000010': 2, '1000000000000011': 1}
ibmqx5;2018-07-05T21:09:34.308Z;{'0000000000000010': 770, '0000000000000011': 222, '1000000000000010': 25, '1000000000000011': 7}
ibmqx5;2018-07-05T21:09:34.420Z;{'0000000000000000': 393, '0000000000000001': 370, '0000000000000010': 119, '0000000000000011': 124, '1000000000000000': 8, '1000000000000001': 7, '1000000000000010': 3}
ibmqx5;2018-07-05T21:09:34.483Z;{'0000000000000010': 628, '0000000000000011': 361, '1000000000000010': 21, '1000000000000011': 14}
ibmqx5;2018-07-05T21:09:34.586Z;{'0000000000000000': 340, '0000000000000001': 268, '0000000000000010': 215, '0000000000000011': 177, '1000000000000000': 10, '1000000000000001': 6, '1000000000000010': 5, '1000000000000011': 3}
ibmqx5;2018-07-05T21:09:34.698Z;{'0000000000000010': 488, '0000000000000011': 506, '1000000000000010': 16, '1000000000000011': 14}
ibmqx5;2018-07-05T21:09:34.765Z;{'0000000000000000': 242, '0000000000000001': 198, '0000000000000010': 296, '0000000000000011': 260, '1000000000000000': 6, '1000000000000001': 5, '1000000000000010': 10, '1000000000000011': 7}
ibmqx5;2018-07-05T21:09:34.857Z;{'0000000000000010': 294, '0000000000000011': 696, '1000000000000010': 10, '1000000000000011': 24}
ibmqx5;2018-07-05T21:09:34.967Z;{'0000000000000000': 173, '0000000000000001': 152, '0000000000000010': 366, '0000000000000011': 315, '1000000000000000': 4, '1000000000000001': 2, '1000000000000010': 6, '1000000000000011': 6}
ibmqx5;2018-07-05T21:09:35.047Z;{'0000000000000010': 190, '0000000000000011': 804, '1000000000000010': 7, '1000000000000011': 23}
ibmqx5;2018-07-05T21:09:35.157Z;{'0000000000000000': 98, '0000000000000001': 84, '0000000000000010': 437, '0000000000000011': 376, '1000000000000000': 3, '1000000000000001': 6, '1000000000000010': 11, '1000000000000011': 9}
ibmqx5;2018-07-05T21:09:35.257Z;{'0000000000000010': 113, '0000000000000011': 876, '1000000000000010': 3, '1000000000000011': 32}
ibmqx5;2018-07-05T21:09:35.337Z;{'0000000000000000': 88, '0000000000000001': 63, '0000000000000010': 434, '0000000000000011': 412, '1000000000000000': 2, '1000000000000010': 16, '1000000000000011': 9}
ibmqx5;2018-07-05T21:09:35.415Z;{'0000000000000010': 96, '0000000000000011': 893, '1000000000000010': 6, '1000000000000011': 29}
ibmqx5;2018-07-05T21:09:35.537Z;{'0000000000000000': 34, '0000000000000010': 31, '1000000000000000': 503, '1000000000000001': 23, '1000000000000010': 413, '1000000000000011': 20}
ibmqx4;2018-07-05T19:19:26.780Z;{'00000': 154, '00001': 2, '00010': 245, '00011': 4, '00100': 279, '00101': 4, '00110': 330, '00111': 6}
ibmqx4;2018-07-05T19:19:26.892Z;{'00000': 459, '00001': 6, '00010': 495, '00011': 1, '00100': 30, '00110': 33}
ibmqx4;2018-07-05T19:19:26.956Z;{'00000': 152, '00001': 7, '00010': 242, '00011': 8, '00100': 265, '00101': 10, '00110': 329, '00111': 11}
ibmqx4;2018-07-05T19:19:27.045Z;{'00000': 481, '00001': 18, '00010': 457, '00011': 19, '00100': 28, '00101': 1, '00110': 19, '00111': 1}
ibmqx4;2018-07-05T19:19:27.136Z;{'00000': 133, '00001': 22, '00010': 236, '00011': 28, '00100': 242, '00101': 22, '00110': 296, '00111': 45}
ibmqx4;2018-07-05T19:19:27.218Z;{'00000': 429, '00001': 49, '00010': 425, '00011': 60, '00100': 32, '00101': 5, '00110': 22, '00111': 2}
ibmqx4;2018-07-05T19:19:27.345Z;{'00000': 139, '00001': 51, '00010': 182, '00011': 58, '00100': 209, '00101': 60, '00110': 258, '00111': 67}
ibmqx4;2018-07-05T19:19:27.404Z;{'00000': 375, '00001': 135, '00010': 370, '00011': 86, '00100': 27, '00101': 9, '00110': 17, '00111': 5}
ibmqx4;2018-07-05T19:19:27.527Z;{'00000': 98, '00001': 75, '00010': 167, '00011': 106, '00100': 159, '00101': 87, '00110': 199, '00111': 133}
ibmqx4;2018-07-05T19:19:27.592Z;{'00000': 316, '00001': 174, '00010': 280, '00011': 204, '00100': 15, '00101': 13, '00110': 15, '00111': 7}
ibmqx4;2018-07-05T19:19:27.662Z;{'00000': 76, '00001': 114, '00010': 119, '00011': 134, '00100': 119, '00101': 117, '00110': 139, '00111': 206}
ibmqx4;2018-07-05T19:19:27.760Z;{'00000': 236, '00001': 269, '00010': 189, '00011': 276, '00100': 11, '00101': 15, '00110': 10, '00111': 18}
ibmqx4;2018-07-05T19:19:27.849Z;{'00000': 55, '00001': 130, '00010': 89, '00011': 181, '00100': 91, '00101': 149, '00110': 98, '00111': 231}
ibmqx4;2018-07-05T19:19:27.977Z;{'00000': 153, '00001': 370, '00010': 153, '00011': 303, '00100': 5, '00101': 14, '00110': 10, '00111': 16}
ibmqx4;2018-07-05T19:19:28.021Z;{'00000': 24, '00001': 159, '00010': 49, '00011': 219, '00100': 44, '00101': 181, '00110': 66, '00111': 282}
ibmqx4;2018-07-05T19:19:28.159Z;{'00000': 94, '00001': 414, '00010': 91, '00011': 349, '00100': 9, '00101': 26, '00110': 1, '00111': 40}
ibmqx4;2018-07-05T19:19:28.207Z;{'00000': 6, '00001': 193, '00010': 29, '00011': 231, '00100': 27, '00101': 203, '00110': 38, '00111': 297}
ibmqx4;2018-07-05T19:19:28.293Z;{'00000': 69, '00001': 434, '00010': 50, '00011': 415, '00100': 4, '00101': 19, '00110': 5, '00111': 28}
ibmqx4;2018-07-05T19:19:28.396Z;{'00000': 15, '00001': 204, '00010': 27, '00011': 234, '00100': 24, '00101': 190, '00110': 18, '00111': 312}
ibmqx4;2018-07-05T19:19:28.475Z;{'00000': 47, '00001': 479, '00010': 46, '00011': 395, '00100': 3, '00101': 29, '00110': 3, '00111': 22}
ibmqx5;2018-07-05T21:07:53.884Z;{'0000000000000000': 1, '0000000000000010': 950, '0000000000000011': 31, '1000000000000010': 39, '1000000000000011': 3}
ibmqx5;2018-07-05T21:07:54.042Z;{'0000000000000000': 510, '0000000000000001': 28, '0000000000000010': 467, '0000000000000011': 11, '1000000000000000': 3, '1000000000000010': 4, '1000000000000011': 1}
ibmqx5;2018-07-05T21:07:54.174Z;{'0000000000000010': 925, '0000000000000011': 56, '1000000000000010': 39, '1000000000000011': 4}
ibmqx5;2018-07-05T21:07:54.351Z;{'0000000000000000': 509, '0000000000000001': 27, '0000000000000010': 441, '0000000000000011': 21, '1000000000000000': 14, '1000000000000001': 2, '1000000000000010': 10}
ibmqx5;2018-07-05T21:07:54.446Z;{'0000000000000010': 870, '0000000000000011': 113, '1000000000000010': 33, '1000000000000011': 8}
ibmqx5;2018-07-05T21:07:54.583Z;{'0000000000000000': 472, '0000000000000001': 21, '0000000000000010': 395, '0000000000000011': 19, '1000000000000000': 58, '1000000000000001': 1, '1000000000000010': 54, '1000000000000011': 4}
ibmqx5;2018-07-05T21:07:54.761Z;{'0000000000000010': 722, '0000000000000011': 264, '1000000000000010': 29, '1000000000000011': 9}
ibmqx5;2018-07-05T21:07:54.883Z;{'0000000000000000': 392, '0000000000000001': 26, '0000000000000010': 351, '0000000000000011': 12, '1000000000000000': 125, '1000000000000001': 6, '1000000000000010': 106, '1000000000000011': 6}
ibmqx5;2018-07-05T21:07:55.001Z;{'0000000000000010': 581, '0000000000000011': 407, '1000000000000010': 22, '1000000000000011': 14}
ibmqx5;2018-07-05T21:07:55.146Z;{'0000000000000000': 309, '0000000000000001': 14, '0000000000000010': 263, '0000000000000011': 13, '1000000000000000': 211, '1000000000000001': 13, '1000000000000010': 191, '1000000000000011': 10}
ibmqx5;2018-07-05T21:07:55.307Z;{'0000000000000010': 462, '0000000000000011': 526, '1000000000000010': 15, '1000000000000011': 21}
ibmqx5;2018-07-05T21:07:55.425Z;{'0000000000000000': 247, '0000000000000001': 219, '0000000000000010': 259, '0000000000000011': 273, '1000000000000000': 6, '1000000000000001': 4, '1000000000000010': 10, '1000000000000011': 6}
ibmqx5;2018-07-05T21:07:55.625Z;{'0000000000000010': 305, '0000000000000011': 674, '1000000000000010': 15, '1000000000000011': 30}
ibmqx5;2018-07-05T21:07:55.693Z;{'0000000000000000': 162, '0000000000000001': 145, '0000000000000010': 363, '0000000000000011': 330, '1000000000000000': 1, '1000000000000001': 2, '1000000000000010': 8, '1000000000000011': 13}
ibmqx5;2018-07-05T21:07:55.835Z;{'0000000000000010': 216, '0000000000000011': 769, '1000000000000010': 9, '1000000000000011': 30}
ibmqx5;2018-07-05T21:07:55.938Z;{'0000000000000000': 97, '0000000000000001': 6, '0000000000000010': 92, '0000000000000011': 4, '1000000000000000': 413, '1000000000000001': 26, '1000000000000010': 363, '1000000000000011': 23}
ibmqx5;2018-07-05T21:07:56.029Z;{'0000000000000010': 139, '0000000000000011': 853, '1000000000000010': 7, '1000000000000011': 25}
ibmqx5;2018-07-05T21:07:56.103Z;{'0000000000000000': 67, '0000000000000001': 4, '0000000000000010': 50, '0000000000000011': 5, '1000000000000000': 453, '1000000000000001': 28, '1000000000000010': 401, '1000000000000011': 16}
ibmqx5;2018-07-05T21:07:56.253Z;{'0000000000000010': 95, '0000000000000011': 897, '1000000000000010': 2, '1000000000000011': 30}
ibmqx5;2018-07-05T21:07:56.290Z;{'0000000000000000': 43, '0000000000000001': 4, '0000000000000010': 27, '0000000000000011': 3, '1000000000000000': 492, '1000000000000001': 19, '1000000000000010': 408, '1000000000000011': 28}
ibmqx5;2018-07-05T21:06:15.260Z;{'0000000000000000': 1, '0000000000000010': 960, '0000000000000011': 27, '1000000000000010': 35, '1000000000000011': 1}
ibmqx5;2018-07-05T21:06:15.455Z;{'0000000000000000': 529, '0000000000000001': 455, '0000000000000010': 9, '0000000000000011': 5, '1000000000000000': 16, '1000000000000001': 9, '1000000000000010': 1}
ibmqx5;2018-07-05T21:06:15.566Z;{'0000000000000010': 937, '0000000000000011': 47, '1000000000000010': 38, '1000000000000011': 2}
ibmqx5;2018-07-05T21:06:15.697Z;{'0000000000000000': 506, '0000000000000001': 460, '0000000000000010': 18, '0000000000000011': 22, '1000000000000000': 5, '1000000000000001': 12, '1000000000000011': 1}
ibmqx5;2018-07-05T21:06:15.841Z;{'0000000000000010': 851, '0000000000000011': 131, '1000000000000010': 39, '1000000000000011': 3}
ibmqx5;2018-07-05T21:06:15.973Z;{'0000000000000000': 436, '0000000000000001': 428, '0000000000000010': 65, '0000000000000011': 64, '1000000000000000': 15, '1000000000000001': 13, '1000000000000010': 1, '1000000000000011': 2}
ibmqx5;2018-07-05T21:06:16.130Z;{'0000000000000010': 752, '0000000000000011': 232, '1000000000000010': 27, '1000000000000011': 13}
ibmqx5;2018-07-05T21:06:16.288Z;{'0000000000000000': 388, '0000000000000001': 362, '0000000000000010': 126, '0000000000000011': 116, '1000000000000000': 13, '1000000000000001': 12, '1000000000000010': 1, '1000000000000011': 6}
ibmqx5;2018-07-05T21:06:16.391Z;{'0000000000000010': 585, '0000000000000011': 397, '1000000000000010': 29, '1000000000000011': 13}
ibmqx5;2018-07-05T21:06:16.471Z;{'0000000000000000': 303, '0000000000000001': 310, '0000000000000010': 194, '0000000000000011': 183, '1000000000000000': 8, '1000000000000001': 14, '1000000000000010': 6, '1000000000000011': 6}
ibmqx5;2018-07-05T21:06:16.565Z;{'0000000000000010': 464, '0000000000000011': 525, '1000000000000010': 14, '1000000000000011': 21}
ibmqx5;2018-07-05T21:06:16.710Z;{'0000000000000000': 253, '0000000000000001': 206, '0000000000000010': 279, '0000000000000011': 266, '1000000000000000': 3, '1000000000000001': 4, '1000000000000010': 6, '1000000000000011': 7}
ibmqx5;2018-07-05T21:06:16.763Z;{'0000000000000001': 2, '0000000000000010': 325, '0000000000000011': 656, '1000000000000010': 9, '1000000000000011': 32}
ibmqx5;2018-07-05T21:06:16.840Z;{'0000000000000000': 165, '0000000000000001': 145, '0000000000000010': 370, '0000000000000011': 321, '1000000000000000': 1, '1000000000000001': 1, '1000000000000010': 11, '1000000000000011': 10}
ibmqx5;2018-07-05T21:06:16.940Z;{'0000000000000001': 1, '0000000000000010': 198, '0000000000000011': 794, '1000000000000010': 4, '1000000000000011': 27}
ibmqx5;2018-07-05T21:06:17.029Z;{'0000000000000000': 100, '0000000000000001': 7, '0000000000000010': 85, '0000000000000011': 10, '1000000000000000': 418, '1000000000000001': 26, '1000000000000010': 359, '1000000000000011': 19}
ibmqx5;2018-07-05T21:06:17.126Z;{'0000000000000010': 113, '0000000000000011': 868, '1000000000000010': 5, '1000000000000011': 38}
ibmqx5;2018-07-05T21:06:17.237Z;{'0000000000000000': 68, '0000000000000001': 4, '0000000000000010': 64, '0000000000000011': 3, '1000000000000000': 465, '1000000000000001': 22, '1000000000000010': 381, '1000000000000011': 17}
