backend_name;date;results
ibmqx5;2018-07-05T18:12:53.911Z;{'0000000000000001': 1, '0000000000000010': 212, '0000000000000011': 790, '1000000000000010': 6, '1000000000000011': 15}
ibmqx5;2018-07-05T18:12:54.002Z;{'0000000000000000': 85, '0000000000000001': 3, '0000000000000010': 80, '0000000000000011': 10, '1000000000000000': 469, '1000000000000001': 12, '1000000000000010': 344, '1000000000000011': 21}
ibmqx5;2018-07-05T18:12:54.122Z;{'0000000000000010': 136, '0000000000000011': 865, '1000000000000010': 3, '1000000000000011': 20}
ibmqx5;2018-07-05T18:12:54.194Z;{'0000000000000000': 69, '0000000000000001': 58, '0000000000000010': 455, '0000000000000011': 416, '1000000000000000': 1, '1000000000000001': 3, '1000000000000010': 9, '1000000000000011': 13}
ibmqx5;2018-07-05T18:12:54.291Z;{'0000000000000010': 94, '0000000000000011': 899, '1000000000000010': 2, '1000000000000011': 29}
ibmqx5;2018-07-05T18:12:54.370Z;{'0000000000000000': 67, '0000000000000001': 49, '0000000000000010': 473, '0000000000000011': 407, '1000000000000000': 2, '1000000000000010': 13, '1000000000000011': 13}
ibmqx5;2018-07-05T18:12:11.356Z;{'0000000000000010': 987, '0000000000000011': 17, '1000000000000010': 20}
ibmqx5;2018-07-05T18:12:11.447Z;{'0000000000000000': 499, '0000000000000001': 25, '0000000000000010': 459, '0000000000000011': 34, '1000000000000000': 3, '1000000000000010': 4}
ibmqx5;2018-07-05T18:12:11.560Z;{'0000000000000010': 955, '0000000000000011': 48, '1000000000000010': 21}
ibmqx5;2018-07-05T18:12:11.649Z;{'0000000000000000': 490, '0000000000000001': 17, '0000000000000010': 469, '0000000000000011': 21, '1000000000000000': 11, '1000000000000010': 14, '1000000000000011': 2}
ibmqx5;2018-07-05T18:12:11.744Z;{'0000000000000010': 879, '0000000000000011': 123, '1000000000000010': 18, '1000000000000011': 4}
ibmqx5;2018-07-05T18:12:11.843Z;{'0000000000000000': 447, '0000000000000001': 24, '0000000000000010': 389, '0000000000000011': 26, '1000000000000000': 81, '1000000000000001': 2, '1000000000000010': 50, '1000000000000011': 5}
ibmqx5;2018-07-05T18:12:11.920Z;{'0000000000000010': 750, '0000000000000011': 259, '1000000000000010': 12, '1000000000000011': 3}
ibmqx5;2018-07-05T18:12:12.061Z;{'0000000000000000': 406, '0000000000000001': 16, '0000000000000010': 341, '0000000000000011': 19, '1000000000000000': 122, '1000000000000001': 5, '1000000000000010': 108, '1000000000000011': 7}
ibmqx5;2018-07-05T18:12:12.124Z;{'0000000000000010': 628, '0000000000000011': 377, '1000000000000010': 12, '1000000000000011': 7}
ibmqx5;2018-07-05T18:12:12.214Z;{'0000000000000000': 325, '0000000000000001': 285, '0000000000000010': 202, '0000000000000011': 190, '1000000000000000': 7, '1000000000000001': 11, '1000000000000010': 3, '1000000000000011': 1}
ibmqx5;2018-07-05T18:12:12.307Z;{'0000000000000010': 449, '0000000000000011': 565, '1000000000000010': 7, '1000000000000011': 3}
ibmqx5;2018-07-05T18:12:12.436Z;{'0000000000000000': 236, '0000000000000001': 218, '0000000000000010': 296, '0000000000000011': 245, '1000000000000000': 10, '1000000000000001': 7, '1000000000000010': 9, '1000000000000011': 3}
ibmqx5;2018-07-05T18:12:12.505Z;{'0000000000000010': 303, '0000000000000011': 706, '1000000000000010': 6, '1000000000000011': 9}
ibmqx5;2018-07-05T18:12:12.632Z;{'0000000000000000': 170, '0000000000000001': 149, '0000000000000010': 369, '0000000000000011': 307, '1000000000000000': 3, '1000000000000001': 4, '1000000000000010': 12, '1000000000000011': 10}
ibmqx5;2018-07-05T18:12:12.701Z;{'0000000000000010': 196, '0000000000000011': 810, '1000000000000010': 2, '1000000000000011': 16}
ibmqx5;2018-07-05T18:12:12.824Z;{'0000000000000000': 102, '0000000000000001': 9, '0000000000000010': 86, '0000000000000011': 3, '1000000000000000': 423, '1000000000000001': 16, '1000000000000010': 363, '1000000000000011': 22}
ibmqx5;2018-07-05T18:12:12.920Z;{'0000000000000010': 113, '0000000000000011': 890, '1000000000000010': 3, '1000000000000011': 18}
ibmqx5;2018-07-05T18:12:13.009Z;{'0000000000000000': 70, '0000000000000001': 62, '0000000000000010': 472, '0000000000000011': 405, '1000000000000000': 1, '1000000000000001': 2, '1000000000000010': 5, '1000000000000011': 7}
ibmqx5;2018-07-05T18:12:13.093Z;{'0000000000000010': 91, '0000000000000011': 911, '1000000000000010': 2, '1000000000000011': 20}
ibmqx5;2018-07-05T18:12:13.181Z;{'0000000000000000': 43, '0000000000000001': 3, '0000000000000010': 38, '0000000000000011': 5, '1000000000000000': 478, '1000000000000001': 22, '1000000000000010': 410, '1000000000000011': 25}
ibmqx5;2018-07-05T18:11:29.017Z;{'0000000000000010': 991, '0000000000000011': 19, '1000000000000010': 14}
ibmqx5;2018-07-05T18:11:29.140Z;{'0000000000000000': 501, '0000000000000001': 29, '0000000000000010': 470, '0000000000000011': 14, '1000000000000000': 6, '1000000000000010': 3, '1000000000000011': 1}
ibmqx5;2018-07-05T18:11:29.279Z;{'0000000000000010': 965, '0000000000000011': 47, '1000000000000010': 12}
ibmqx5;2018-07-05T18:11:29.418Z;{'0000000000000000': 514, '0000000000000001': 442, '0000000000000010': 26, '0000000000000011': 20, '1000000000000000': 11, '1000000000000001': 11}
ibmqx5;2018-07-05T18:11:29.538Z;{'0000000000000010': 884, '0000000000000011': 124, '1000000000000010': 14, '1000000000000011': 2}
ibmqx5;2018-07-05T18:11:29.647Z;{'0000000000000000': 495, '0000000000000001': 23, '0000000000000010': 387, '0000000000000011': 18, '1000000000000000': 53, '1000000000000001': 1, '1000000000000010': 43, '1000000000000011': 4}
ibmqx5;2018-07-05T18:11:29.742Z;{'0000000000000010': 768, '0000000000000011': 237, '1000000000000010': 16, '1000000000000011': 3}
ibmqx5;2018-07-05T18:11:29.817Z;{'0000000000000000': 395, '0000000000000001': 369, '0000000000000010': 108, '0000000000000011': 123, '1000000000000000': 12, '1000000000000001': 9, '1000000000000010': 4, '1000000000000011': 4}
ibmqx5;2018-07-05T18:11:29.910Z;{'0000000000000010': 621, '0000000000000011': 390, '1000000000000010': 9, '1000000000000011': 4}
ibmqx5;2018-07-05T18:11:30.007Z;{'0000000000000000': 338, '0000000000000001': 15, '0000000000000010': 269, '0000000000000011': 11, '1000000000000000': 222, '1000000000000001': 6, '1000000000000010': 155, '1000000000000011': 8}
ibmqx5;2018-07-05T18:11:30.092Z;{'0000000000000000': 1, '0000000000000010': 467, '0000000000000011': 539, '1000000000000010': 11, '1000000000000011': 6}
ibmqx5;2018-07-05T18:11:30.180Z;{'0000000000000000': 233, '0000000000000001': 212, '0000000000000010': 278, '0000000000000011': 273, '1000000000000000': 7, '1000000000000001': 7, '1000000000000010': 9, '1000000000000011': 5}
ibmqx5;2018-07-05T18:11:30.279Z;{'0000000000000010': 327, '0000000000000011': 680, '1000000000000010': 4, '1000000000000011': 13}
ibmqx5;2018-07-05T18:11:30.376Z;{'0000000000000000': 143, '0000000000000001': 4, '0000000000000010': 145, '0000000000000011': 7, '1000000000000000': 369, '1000000000000001': 26, '1000000000000010': 315, '1000000000000011': 15}
ibmqx5;2018-07-05T18:11:30.457Z;{'0000000000000010': 195, '0000000000000011': 813, '1000000000000010': 4, '1000000000000011': 12}
ibmqx5;2018-07-05T18:11:30.544Z;{'0000000000000000': 95, '0000000000000001': 9, '0000000000000010': 80, '0000000000000011': 3, '1000000000000000': 401, '1000000000000001': 22, '1000000000000010': 403, '1000000000000011': 11}
ibmqx5;2018-07-05T18:11:30.638Z;{'0000000000000010': 96, '0000000000000011': 901, '1000000000000010': 7, '1000000000000011': 20}
ibmqx5;2018-07-05T18:11:30.741Z;{'0000000000000000': 56, '0000000000000001': 6, '0000000000000010': 42, '0000000000000011': 1, '1000000000000000': 457, '1000000000000001': 23, '1000000000000010': 414, '1000000000000011': 25}
ibmqx5;2018-07-05T18:11:30.864Z;{'0000000000000010': 94, '0000000000000011': 908, '1000000000000010': 2, '1000000000000011': 20}
ibmqx5;2018-07-05T18:11:30.949Z;{'0000000000000000': 61, '0000000000000001': 57, '0000000000000010': 472, '0000000000000011': 412, '1000000000000000': 2, '1000000000000010': 11, '1000000000000011': 9}
ibmqx4;2018-07-05T16:02:06.982Z;{'00000': 119, '00001': 1, '00010': 343, '00100': 334, '00101': 2, '00110': 225}
ibmqx4;2018-07-05T16:02:07.091Z;{'00000': 569, '00001': 4, '00010': 387, '00011': 3, '00100': 34, '00110': 27}
ibmqx4;2018-07-05T16:02:07.176Z;{'00000': 124, '00001': 11, '00010': 306, '00011': 6, '00100': 296, '00101': 7, '00110': 269, '00111': 5}
ibmqx4;2018-07-05T16:02:07.260Z;{'00000': 591, '00001': 31, '00010': 333, '00011': 12, '00100': 30, '00101': 1, '00110': 22, '00111': 4}
ibmqx4;2018-07-05T16:02:07.455Z;{'00000': 102, '00001': 34, '00010': 310, '00011': 17, '00100': 283, '00101': 37, '00110': 203, '00111': 38}
ibmqx4;2018-07-05T16:02:07.559Z;{'00000': 534, '00001': 75, '00010': 304, '00011': 58, '00100': 24, '00101': 3, '00110': 19, '00111': 7}
ibmqx4;2018-07-05T16:02:07.673Z;{'00000': 101, '00001': 45, '00010': 228, '00011': 43, '00100': 267, '00101': 81, '00110': 180, '00111': 79}
ibmqx4;2018-07-05T16:02:07.775Z;{'00000': 485, '00001': 132, '00010': 254, '00011': 94, '00100': 26, '00101': 9, '00110': 15, '00111': 9}
ibmqx4;2018-07-05T16:02:07.833Z;{'00000': 77, '00001': 74, '00010': 210, '00011': 81, '00100': 228, '00101': 112, '00110': 135, '00111': 107}
ibmqx4;2018-07-05T16:02:07.929Z;{'00000': 360, '00001': 216, '00010': 216, '00011': 170, '00100': 23, '00101': 13, '00110': 12, '00111': 14}
ibmqx4;2018-07-05T16:02:08.009Z;{'00000': 59, '00001': 121, '00010': 154, '00011': 88, '00100': 151, '00101': 173, '00110': 109, '00111': 169}
ibmqx4;2018-07-05T16:02:08.123Z;{'00000': 294, '00001': 301, '00010': 160, '00011': 214, '00100': 14, '00101': 12, '00110': 9, '00111': 20}
ibmqx4;2018-07-05T16:02:08.203Z;{'00000': 38, '00001': 148, '00010': 116, '00011': 125, '00100': 97, '00101': 216, '00110': 63, '00111': 221}
ibmqx4;2018-07-05T16:02:08.311Z;{'00000': 200, '00001': 390, '00010': 103, '00011': 271, '00100': 10, '00101': 21, '00110': 10, '00111': 19}
ibmqx4;2018-07-05T16:02:08.404Z;{'00000': 30, '00001': 173, '00010': 57, '00011': 143, '00100': 56, '00101': 238, '00110': 36, '00111': 291}
ibmqx4;2018-07-05T16:02:08.507Z;{'00000': 132, '00001': 487, '00010': 56, '00011': 301, '00100': 6, '00101': 23, '00110': 3, '00111': 16}
ibmqx4;2018-07-05T16:02:08.551Z;{'00000': 9, '00001': 184, '00010': 34, '00011': 177, '00100': 51, '00101': 251, '00110': 12, '00111': 306}
ibmqx4;2018-07-05T16:02:08.675Z;{'00000': 64, '00001': 524, '00010': 25, '00011': 343, '00100': 2, '00101': 36, '00111': 30}
ibmqx4;2018-07-05T16:02:08.757Z;{'00000': 8, '00001': 196, '00010': 21, '00011': 158, '00100': 29, '00101': 299, '00110': 10, '00111': 303}
ibmqx4;2018-07-05T16:02:08.869Z;{'00000': 42, '00001': 529, '00010': 17, '00011': 375, '00100': 3, '00101': 29, '00110': 1, '00111': 28}
ibmqx5;2018-07-05T18:10:47.122Z;{'0000000000000010': 984, '0000000000000011': 24, '1000000000000010': 16}
ibmqx5;2018-07-05T18:10:47.329Z;{'0000000000000000': 510, '0000000000000001': 33, '0000000000000010': 453, '0000000000000011': 20, '1000000000000000': 4, '1000000000000001': 1, '1000000000000010': 3}
ibmqx5;2018-07-05T18:10:47.402Z;{'0000000000000010': 958, '0000000000000011': 49, '1000000000000010': 17}
ibmqx5;2018-07-05T18:10:47.558Z;{'0000000000000000': 526, '0000000000000001': 19, '0000000000000010': 425, '0000000000000011': 22, '1000000000000000': 13, '1000000000000001': 1, '1000000000000010': 18}
ibmqx5;2018-07-05T18:10:47.673Z;{'0000000000000010': 862, '0000000000000011': 142, '1000000000000010': 19, '1000000000000011': 1}
ibmqx5;2018-07-05T18:10:47.814Z;{'0000000000000000': 473, '0000000000000001': 16, '0000000000000010': 403, '0000000000000011': 19, '1000000000000000': 54, '1000000000000001': 4, '1000000000000010': 52, '1000000000000011': 3}
ibmqx5;2018-07-05T18:10:47.962Z;{'0000000000000000': 1, '0000000000000010': 780, '0000000000000011': 225, '1000000000000010': 11, '1000000000000011': 7}
ibmqx5;2018-07-05T18:10:48.128Z;{'0000000000000000': 380, '0000000000000001': 381, '0000000000000010': 117, '0000000000000011': 118, '1000000000000000': 14, '1000000000000001': 4, '1000000000000010': 5, '1000000000000011': 5}
ibmqx5;2018-07-05T18:10:48.277Z;{'0000000000000010': 590, '0000000000000011': 409, '1000000000000010': 21, '1000000000000011': 4}
ibmqx5;2018-07-05T18:10:48.368Z;{'0000000000000000': 310, '0000000000000001': 316, '0000000000000010': 201, '0000000000000011': 174, '1000000000000000': 7, '1000000000000001': 7, '1000000000000010': 5, '1000000000000011': 4}
ibmqx5;2018-07-05T18:10:48.507Z;{'0000000000000010': 486, '0000000000000011': 517, '1000000000000010': 10, '1000000000000011': 11}
ibmqx5;2018-07-05T18:10:48.649Z;{'0000000000000000': 234, '0000000000000001': 8, '0000000000000010': 220, '0000000000000011': 12, '1000000000000000': 277, '1000000000000001': 18, '1000000000000010': 241, '1000000000000011': 14}
ibmqx5;2018-07-05T18:10:48.786Z;{'0000000000000010': 303, '0000000000000011': 701, '1000000000000010': 8, '1000000000000011': 12}
ibmqx5;2018-07-05T18:10:48.917Z;{'0000000000000000': 162, '0000000000000001': 14, '0000000000000010': 128, '0000000000000011': 9, '1000000000000000': 333, '1000000000000001': 22, '1000000000000010': 337, '1000000000000011': 19}
ibmqx5;2018-07-05T18:10:49.024Z;{'0000000000000010': 190, '0000000000000011': 815, '1000000000000010': 6, '1000000000000011': 13}
ibmqx5;2018-07-05T18:10:49.100Z;{'0000000000000000': 108, '0000000000000001': 97, '0000000000000010': 412, '0000000000000011': 383, '1000000000000000': 3, '1000000000000001': 4, '1000000000000010': 8, '1000000000000011': 9}
ibmqx5;2018-07-05T18:10:49.235Z;{'0000000000000010': 110, '0000000000000011': 892, '1000000000000010': 1, '1000000000000011': 21}
ibmqx5;2018-07-05T18:10:49.295Z;{'0000000000000000': 54, '0000000000000001': 3, '0000000000000010': 59, '0000000000000011': 3, '1000000000000000': 465, '1000000000000001': 26, '1000000000000010': 393, '1000000000000011': 21}
ibmqx5;2018-07-05T18:10:49.407Z;{'0000000000000010': 109, '0000000000000011': 902, '1000000000000010': 2, '1000000000000011': 11}
ibmqx5;2018-07-05T18:10:49.551Z;{'0000000000000000': 34, '0000000000000001': 2, '0000000000000010': 43, '0000000000000011': 3, '1000000000000000': 496, '1000000000000001': 21, '1000000000000010': 404, '1000000000000011': 21}
ibmqx5;2018-07-05T18:10:04.314Z;{'0000000000000010': 992, '0000000000000011': 11, '1000000000000010': 21}
ibmqx5;2018-07-05T18:10:04.444Z;{'0000000000000000': 537, '0000000000000001': 29, '0000000000000010': 430, '0000000000000011': 19, '1000000000000000': 4, '1000000000000001': 1, '1000000000000010': 4}
ibmqx5;2018-07-05T18:10:04.599Z;{'0000000000000010': 955, '0000000000000011': 46, '1000000000000010': 23}
ibmqx5;2018-07-05T18:10:04.787Z;{'0000000000000000': 492, '0000000000000001': 469, '0000000000000010': 21, '0000000000000011': 23, '1000000000000000': 14, '1000000000000001': 5}
ibmqx5;2018-07-05T18:10:04.874Z;{'0000000000000010': 888, '0000000000000011': 120, '1000000000000010': 16}
ibmqx5;2018-07-05T18:10:05.004Z;{'0000000000000000': 439, '0000000000000001': 22, '0000000000000010': 420, '0000000000000011': 25, '1000000000000000': 64, '1000000000000001': 6, '1000000000000010': 46, '1000000000000011': 2}
ibmqx5;2018-07-05T18:10:05.143Z;{'0000000000000010': 770, '0000000000000011': 236, '1000000000000010': 13, '1000000000000011': 5}
ibmqx5;2018-07-05T18:10:05.269Z;{'0000000000000000': 387, '0000000000000001': 340, '0000000000000010': 134, '0000000000000011': 137, '1000000000000000': 9, '1000000000000001': 9, '1000000000000010': 2, '1000000000000011': 6}
ibmqx5;2018-07-05T18:10:05.415Z;{'0000000000000010': 653, '0000000000000011': 352, '1000000000000010': 11, '1000000000000011': 8}
ibmqx5;2018-07-05T18:10:05.545Z;{'0000000000000000': 306, '0000000000000001': 13, '0000000000000010': 290, '0000000000000011': 12, '1000000000000000': 195, '1000000000000001': 14, '1000000000000010': 185, '1000000000000011': 9}
ibmqx5;2018-07-05T18:10:05.721Z;{'0000000000000001': 1, '0000000000000010': 474, '0000000000000011': 532, '1000000000000010': 9, '1000000000000011': 8}
ibmqx5;2018-07-05T18:10:05.821Z;{'0000000000000000': 258, '0000000000000001': 191, '0000000000000010': 279, '0000000000000011': 266, '1000000000000000': 4, '1000000000000001': 9, '1000000000000010': 11, '1000000000000011': 6}
ibmqx5;2018-07-05T18:10:05.979Z;{'0000000000000010': 323, '0000000000000011': 686, '1000000000000010': 5, '1000000000000011': 10}
ibmqx5;2018-07-05T18:10:06.089Z;{'0000000000000000': 165, '0000000000000001': 165, '0000000000000010': 352, '0000000000000011': 319, '1000000000000000': 6, '1000000000000001': 6, '1000000000000010': 4, '1000000000000011': 7}
ibmqx5;2018-07-05T18:10:06.225Z;{'0000000000000001': 1, '0000000000000010': 229, '0000000000000011': 772, '1000000000000010': 2, '1000000000000011': 20}
ibmqx5;2018-07-05T18:10:06.387Z;{'0000000000000000': 114, '0000000000000001': 86, '0000000000000010': 408, '0000000000000011': 397, '1000000000000000': 3, '1000000000000001': 2, '1000000000000010': 11, '1000000000000011': 3}
ibmqx5;2018-07-05T18:10:06.459Z;{'0000000000000010': 133, '0000000000000011': 875, '1000000000000010': 1, '1000000000000011': 15}
ibmqx5;2018-07-05T18:10:06.550Z;{'0000000000000000': 61, '0000000000000001': 2, '0000000000000010': 50, '0000000000000011': 4, '1000000000000000': 439, '1000000000000001': 31, '1000000000000010': 418, '1000000000000011': 19}
ibmqx5;2018-07-05T18:10:06.662Z;{'0000000000000010': 91, '0000000000000011': 921, '1000000000000011': 12}
ibmqx5;2018-07-05T18:10:06.773Z;{'0000000000000000': 38, '0000000000000001': 5, '0000000000000010': 28, '0000000000000011': 1, '1000000000000000': 493, '1000000000000001': 18, '1000000000000010': 427, '1000000000000011': 14}
ibmqx5;2018-07-05T18:09:21.077Z;{'0000000000000010': 973, '0000000000000011': 31, '1000000000000010': 19, '1000000000000011': 1}
ibmqx5;2018-07-05T18:09:21.228Z;{'0000000000000000': 509, '0000000000000001': 473, '0000000000000010': 13, '0000000000000011': 7, '1000000000000000': 11, '1000000000000001': 11}
ibmqx5;2018-07-05T18:09:21.360Z;{'0000000000000010': 966, '0000000000000011': 45, '1000000000000010': 13}
ibmqx5;2018-07-05T18:09:21.521Z;{'0000000000000000': 480, '0000000000000001': 24, '0000000000000010': 459, '0000000000000011': 23, '1000000000000000': 20, '1000000000000010': 18}
ibmqx5;2018-07-05T18:09:21.675Z;{'0000000000000010': 883, '0000000000000011': 126, '1000000000000010': 13, '1000000000000011': 2}
ibmqx5;2018-07-05T18:09:21.796Z;{'0000000000000000': 487, '0000000000000001': 17, '0000000000000010': 406, '0000000000000011': 14, '1000000000000000': 49, '1000000000000001': 6, '1000000000000010': 43, '1000000000000011': 2}
ibmqx5;2018-07-05T18:09:21.891Z;{'0000000000000010': 739, '0000000000000011': 270, '1000000000000010': 12, '1000000000000011': 3}
ibmqx5;2018-07-05T18:09:21.998Z;{'0000000000000000': 422, '0000000000000001': 23, '0000000000000010': 339, '0000000000000011': 13, '1000000000000000': 116, '1000000000000001': 9, '1000000000000010': 98, '1000000000000011': 4}
ibmqx5;2018-07-05T18:09:22.088Z;{'0000000000000010': 601, '0000000000000011': 403, '1000000000000010': 11, '1000000000000011': 9}
ibmqx5;2018-07-05T18:09:22.208Z;{'0000000000000000': 313, '0000000000000001': 25, '0000000000000010': 286, '0000000000000011': 14, '1000000000000000': 200, '1000000000000001': 11, '1000000000000010': 167, '1000000000000011': 8}
ibmqx5;2018-07-05T18:09:22.308Z;{'0000000000000001': 1, '0000000000000010': 476, '0000000000000011': 538, '1000000000000010': 7, '1000000000000011': 2}
ibmqx5;2018-07-05T18:09:22.360Z;{'0000000000000000': 233, '0000000000000001': 214, '0000000000000010': 273, '0000000000000011': 273, '1000000000000000': 7, '1000000000000001': 8, '1000000000000010': 8, '1000000000000011': 8}
ibmqx5;2018-07-05T18:09:22.466Z;{'0000000000000010': 291, '0000000000000011': 715, '1000000000000010': 6, '1000000000000011': 12}
ibmqx5;2018-07-05T18:09:22.562Z;{'0000000000000000': 155, '0000000000000001': 157, '0000000000000010': 361, '0000000000000011': 328, '1000000000000000': 3, '1000000000000001': 6, '1000000000000010': 8, '1000000000000011': 6}
ibmqx5;2018-07-05T18:09:22.657Z;{'0000000000000010': 199, '0000000000000011': 810, '1000000000000010': 4, '1000000000000011': 11}
ibmqx5;2018-07-05T18:09:22.747Z;{'0000000000000000': 105, '0000000000000001': 9, '0000000000000010': 114, '0000000000000011': 5, '1000000000000000': 403, '1000000000000001': 29, '1000000000000010': 343, '1000000000000011': 16}
ibmqx5;2018-07-05T18:09:22.847Z;{'0000000000000010': 102, '0000000000000011': 907, '1000000000000011': 15}
ibmqx5;2018-07-05T18:09:22.946Z;{'0000000000000000': 49, '0000000000000001': 4, '0000000000000010': 55, '0000000000000011': 3, '1000000000000000': 461, '1000000000000001': 18, '1000000000000010': 411, '1000000000000011': 23}
ibmqx5;2018-07-05T18:09:23.039Z;{'0000000000000010': 102, '0000000000000011': 907, '1000000000000011': 15}
ibmqx5;2018-07-05T18:09:23.171Z;{'0000000000000000': 35, '0000000000000001': 3, '0000000000000010': 34, '0000000000000011': 3, '1000000000000000': 488, '1000000000000001': 25, '1000000000000010': 411, '1000000000000011': 25}
ibmqx5;2018-07-05T18:08:38.920Z;{'0000000000000010': 992, '0000000000000011': 16, '1000000000000010': 16}
ibmqx5;2018-07-05T18:08:39.100Z;{'0000000000000000': 532, '0000000000000001': 20, '0000000000000010': 441, '0000000000000011': 23, '1000000000000000': 3, '1000000000000010': 5}
ibmqx5;2018-07-05T18:08:39.225Z;{'0000000000000010': 955, '0000000000000011': 49, '1000000000000010': 19, '1000000000000011': 1}
ibmqx5;2018-07-05T18:08:39.334Z;{'0000000000000000': 493, '0000000000000001': 451, '0000000000000010': 28, '0000000000000011': 24, '1000000000000000': 17, '1000000000000001': 9, '1000000000000010': 2}
ibmqx5;2018-07-05T18:08:39.539Z;{'0000000000000010': 852, '0000000000000011': 151, '1000000000000010': 17, '1000000000000011': 4}
ibmqx5;2018-07-05T18:08:39.631Z;{'0000000000000000': 467, '0000000000000001': 411, '0000000000000010': 55, '0000000000000011': 64, '1000000000000000': 12, '1000000000000001': 12, '1000000000000011': 3}
ibmqx5;2018-07-05T18:08:39.798Z;{'0000000000000010': 786, '0000000000000011': 228, '1000000000000010': 9, '1000000000000011': 1}
ibmqx5;2018-07-05T18:08:39.908Z;{'0000000000000000': 402, '0000000000000001': 16, '0000000000000010': 336, '0000000000000011': 19, '1000000000000000': 129, '1000000000000001': 6, '1000000000000010': 111, '1000000000000011': 5}
ibmqx5;2018-07-05T18:08:40.061Z;{'0000000000000010': 635, '0000000000000011': 376, '1000000000000010': 9, '1000000000000011': 4}
ibmqx5;2018-07-05T18:08:40.195Z;{'0000000000000000': 335, '0000000000000001': 13, '0000000000000010': 275, '0000000000000011': 10, '1000000000000000': 196, '1000000000000001': 5, '1000000000000010': 181, '1000000000000011': 9}
ibmqx5;2018-07-05T18:08:40.361Z;{'0000000000000010': 480, '0000000000000011': 531, '1000000000000010': 6, '1000000000000011': 7}
ibmqx5;2018-07-05T18:08:40.499Z;{'0000000000000000': 246, '0000000000000001': 13, '0000000000000010': 206, '0000000000000011': 8, '1000000000000000': 280, '1000000000000001': 15, '1000000000000010': 247, '1000000000000011': 9}
ibmqx5;2018-07-05T18:08:40.617Z;{'0000000000000010': 311, '0000000000000011': 696, '1000000000000010': 6, '1000000000000011': 11}
ibmqx5;2018-07-05T18:08:40.819Z;{'0000000000000000': 165, '0000000000000001': 6, '0000000000000010': 141, '0000000000000011': 8, '1000000000000000': 371, '1000000000000001': 21, '1000000000000010': 302, '1000000000000011': 10}
ibmqx5;2018-07-05T18:08:40.911Z;{'0000000000000010': 203, '0000000000000011': 810, '1000000000000010': 4, '1000000000000011': 7}
ibmqx5;2018-07-05T18:08:41.009Z;{'0000000000000000': 100, '0000000000000001': 3, '0000000000000010': 85, '0000000000000011': 5, '1000000000000000': 409, '1000000000000001': 15, '1000000000000010': 387, '1000000000000011': 20}
ibmqx5;2018-07-05T18:08:41.145Z;{'0000000000000010': 119, '0000000000000011': 888, '1000000000000010': 2, '1000000000000011': 15}
ibmqx5;2018-07-05T18:08:41.210Z;{'0000000000000000': 75, '0000000000000001': 73, '0000000000000010': 445, '0000000000000011': 408, '1000000000000000': 2, '1000000000000010': 9, '1000000000000011': 12}
ibmqx5;2018-07-05T18:08:41.312Z;{'0000000000000010': 101, '0000000000000011': 908, '1000000000000011': 15}
ibmqx5;2018-07-05T18:08:41.458Z;{'0000000000000000': 44, '0000000000000001': 2, '0000000000000010': 39, '0000000000000011': 2, '1000000000000000': 468, '1000000000000001': 14, '1000000000000010': 432, '1000000000000011': 23}
ibmqx5;2018-07-05T18:07:55.261Z;{'0000000000000010': 988, '0000000000000011': 22, '1000000000000010': 14}
ibmqx5;2018-07-05T18:07:55.518Z;{'0000000000000000': 533, '0000000000000001': 22, '0000000000000010': 444, '0000000000000011': 17, '1000000000000000': 7, '1000000000000010': 1}
ibmqx5;2018-07-05T18:07:55.523Z;{'0000000000000010': 967, '0000000000000011': 44, '1000000000000010': 13}
ibmqx5;2018-07-05T18:07:55.709Z;{'0000000000000000': 518, '0000000000000001': 24, '0000000000000010': 427, '0000000000000011': 21, '1000000000000000': 11, '1000000000000001': 1, '1000000000000010': 22}
ibmqx5;2018-07-05T18:07:55.815Z;{'0000000000000010': 886, '0000000000000011': 125, '1000000000000010': 12, '1000000000000011': 1}
ibmqx5;2018-07-05T18:07:55.912Z;{'0000000000000000': 466, '0000000000000001': 24, '0000000000000010': 411, '0000000000000011': 15, '1000000000000000': 56, '1000000000000001': 3, '1000000000000010': 48, '1000000000000011': 1}
ibmqx5;2018-07-05T18:07:56.027Z;{'0000000000000010': 785, '0000000000000011': 230, '1000000000000010': 7, '1000000000000011': 2}
ibmqx5;2018-07-05T18:07:56.132Z;{'0000000000000000': 408, '0000000000000001': 346, '0000000000000010': 129, '0000000000000011': 110, '1000000000000000': 12, '1000000000000001': 7, '1000000000000010': 6, '1000000000000011': 6}
ibmqx5;2018-07-05T18:07:56.187Z;{'0000000000000010': 619, '0000000000000011': 393, '1000000000000010': 8, '1000000000000011': 4}
ibmqx5;2018-07-05T18:07:56.286Z;{'0000000000000000': 330, '0000000000000001': 284, '0000000000000010': 200, '0000000000000011': 184, '1000000000000000': 7, '1000000000000001': 8, '1000000000000010': 7, '1000000000000011': 4}
ibmqx5;2018-07-05T18:07:56.463Z;{'0000000000000010': 458, '0000000000000011': 547, '1000000000000010': 6, '1000000000000011': 13}
ibmqx5;2018-07-05T18:07:56.467Z;{'0000000000000000': 248, '0000000000000001': 10, '0000000000000010': 199, '0000000000000011': 10, '1000000000000000': 281, '1000000000000001': 15, '1000000000000010': 251, '1000000000000011': 10}
ibmqx5;2018-07-05T18:07:56.552Z;{'0000000000000010': 329, '0000000000000011': 684, '1000000000000010': 1, '1000000000000011': 10}
